,text,time
1217,建设者 为生命争分夺秒 基层工作者 为生命绝不怠慢 车间工人 为生命全力以赴 志愿者 为生命挺身而出  谢谢你 每一个平凡的中国人    组图共9张  原图 ,2020-02-11 07:02
1218,武汉市新冠肺炎疫情防控指挥部10日发布第11号和第12号通告 第11号通告要求 一 发热患者 包括非武汉市户籍人员 严格按照就近就医的原则 到现居住地所在区定点发热门诊就诊 不得跨区就诊 二 经定点发热门诊诊断 发热的肺炎患者需在定点发热门诊留观的 在定点发热门诊留观 留观床位不能满足需要 由发热门诊所在区就近提供场所进行留观 第12号通告要求 依据相关法律法规和一级响应相关要求 决定自即日起在全市范围内所有住宅小区实行封闭管理 对新冠肺炎确诊患者或疑似患者所在楼栋单元必须严格进行封控管理 请全体市民积极支持 对于干扰阻碍实施封闭管理者请社会各界予以劝阻 必要时公安机关将依据有关法律法规采取强制措施  田豆豆                   原图                             ,2020-02-11 06:35
1219,2020年2月10日0时 24时 湖北省新增新冠肺炎病例2097例 其中 武汉市1552例 孝感市101例 黄冈市80例 鄂州市65例 随州市46例 襄阳市44例 天门市44例 黄石市30例 荆州市30例 十堰市24例 宜昌市23例 仙桃市22例 荆门市15例 恩施州8例 咸宁市8例 潜江市5例 全省新增死亡103例 其中 武汉市67例 孝感市8例 黄冈市7例 仙桃市4例 襄阳市3例 黄石市2例 荆州市2例 鄂州市2例 恩施州2例 随州市2例 十堰市1例 荆门市1例 咸宁市1例 潜江市1例 新增出院427例 其中 武汉市162例 黄冈市90例 孝感市58例 仙桃市25例 黄石市15例 十堰市13例 鄂州市13例 荆州市10例 宜昌市9例 襄阳市7例 咸宁市7例 恩施州7例 荆门市6例 随州市3例 天门市2例 截至2020年2月10日24时 湖北省累计报告新冠肺炎病例31728例 其中 武汉市18454例 孝感市2642例 黄冈市2332例 随州市1095例 荆州市1075例 襄阳市1063例 黄石市835例 鄂州市790例 宜昌市772例 荆门市656例 咸宁市515例 十堰市505例 仙桃市438例 天门市261例 恩施州195例 潜江市90例 神农架林区10例 全省累计治愈出院2222例 全省累计死亡974例 病死率3 07  其中 武汉市748例 病死率4 05  天门市10例 病死率3 83  潜江市3例 病死率3 33  鄂州市26例 病死率3 29  荆门市21例 病死率3 20  仙桃市11例 病死率2 51  黄冈市52例 病死率2 23   荆州市17例 病死率1 58  孝感市41例 病死率1 55  襄阳市12例 病死率1 13  随州市12例 病死率1 10  宜昌市8例 病死率1 04  恩施州2例 病死率1 03  咸宁市5例 病死率0 79  黄石市5例 病死率0 60  十堰市1例 病死率0 20  目前仍在院治疗25087例 其中 重症5046例 危重症1298例 均在定点医疗机构接受隔离治疗 现有疑似病例16687人 其中集中隔离17259人 含临床确诊病例  当日排除3390人 累计追踪密切接触者144279人 尚在接受医学观察76207人                   原图                             ,2020-02-11 06:09
1220,自10日下午1点开始 从武汉市定点收治医院转诊而来的确诊患者 陆续抵达火神山医院 截至目前 患者收治总数已突破800人 医院领导表示 将尽最大努力收治患者 同时 医院加大了重症患者的收治力度 除两个重症医学科收治外 普通科室也在开始适量收治病情较重的患者 并对每一名患者实施个体化诊治 配合开展营养治疗 心理疏导和康复训练三位一体的综合治疗模式 目前 重症患者状况基本稳定 部分急危重患者状况有所好转  鲜敢 汪学潮               组图共4张       原图                             ,2020-02-11 00:26
1221,各省支援湖北医疗队陆续抵鄂 壮士出征 请爱惜他们 在疫情最重的省 派最精锐的兵  把全村最硬的鳞都给你  这是真正的举全国之力 有女医生剪去长发 有人离开病榻上的至亲 一身白衣 岂曰无衣 与子同袍 疫情仍凶险 请医护人员一定珍重 你们义无反顾出征 更要平安无恙返回 人民日报的微博视频                                 ,2020-02-10 23:50
1222,  原图 ,2020-02-10 23:40
1223,2月9日下午5时许 人民日报记者来到湖北孝感汉川庙头镇 这里的工作人员在集中隔离医学观察点值守规程 进行测量体温 体征检查 心理疏导 消毒及分发晚餐 药品和生活用品 目前该隔离点已经入住密切接触史人员17人   人民日报的微博视频  ,2020-02-10 23:22
1224,陕西澄城县应对新型冠状病毒感染肺炎疫情工作领导小组办公室发布通告 2020年2月9日 澄城县确诊一名新型冠状病毒感染肺炎病例 患者王某某系高铁保洁员 发病前曾在多趟高铁动车服务 活动轨迹如下 1 1月21日2时15分至16时36分 患者在G4324列车 西安 上海往返 上做保洁 期间未出站 在车上用餐 16时36分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 2 1月22日5时15分至8时47分 患者在DJ8861列车 西安北 成都东 做保洁 9时17分至13时27分 患者在D1920列车 成都东 西安北 做保洁 14时至17时43分 患者在D1937列车 西安北 成都东 做保洁 18时7分至22时18分 患者在D1950列车 成都东 西安北 做保洁 期间未出站 在车上用餐 22时18分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 3 1月23日7时9分至11时18分 患者在D1911列车 西安 成都东 做保洁 11时18分下车后于成都瑞峰酒店住宿 4 1月24日11时38分至15时41分 患者在D1924列车 成都东 西安 做保洁 15时41分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 5 1月25日9时至14时01分 患者在D1917列车 西安 峨眉 做保洁 14时01分下车后于峨眉山康逸酒店住宿 6 1月26日12时至17时36分 患者在D1928列车 峨眉 西安 做保洁 17时36分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 7 1月27日12时23分至19时47分 患者在G1926列车 西安 上海虹桥 做保洁 19时47分下车后于上海行车公寓住宿 8 1月28日9时24分至16时36分 患者在G1920列车 上海虹桥 西安 做保洁 16时36分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 9 1月29日5时15分至8时47分 患者在DJ8861列车 西安北 成都东 做保洁 9时17分至13时27分 患者在D1920列车 成都东 西安北 做保洁 14时至17时43分 患者在D1937列车 西安北 成都东 做保洁 18时7分至22时18分 患者在D1950列车 成都东 西安北 做保洁 期间未出站 在车上用餐 22时18分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 10 1月30日9时至14时01分 患者在D1917列车 西安 峨眉 做保洁 14时01分下车后于峨眉山康逸酒店住宿 11 1月31日12时至17时36分 患者在D1928列车 峨眉 西安 做保洁 17时36分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 12 2月1日15时50分至23时23分 患者在G1942列车 西安 上海 做保洁 23时23分下车后在上海车行公寓住宿 13 2月2日11时34分至19时09分 患者在G1924列车 上海 西安 做保洁 19时09分下车后 患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿 14 2月3日10时 患者由西安市未央区兴隆路奥达文景观园员工宿舍步行至西安北站 10时41分 乘坐D2538列车 西安 太原 7车厢 11时24分自大荔站下车 12时左右在大荔站与段某某 陌生人 拼出租车回澄 车身黄色 车牌号不详  12时30分左右 车辆抵达韦庄三岔路口 因韦庄三岔路口检查点不允许外来车辆进澄 患者与段某某下出租车 转拼澄城私家车 陕E9819G  与车主马某某及其女儿马某某同车回澄 现提醒有以上共同出行史及活动轨迹的人员注意 1 有以上共同出行史的乘客 司机及活动轨迹的人员 请主动到所在地社区 村委会进行报备 自行居家医学观察14天 2 居家医学观察期内 每天早晚2次测体温 期间不能与他人接触 如有发热 咳嗽等不适症状 请主动报告所在地社区 村委会 所在地社区 村委会联系当地疾控中心接诊至就近定点医院 接诊就诊过程中 要全程佩戴口罩 不得自行前往医疗机构就诊 3 居家隔离人员如想了解有关消毒 隔离等要求 请与当地疾控中心联系 有专业人员为您解答指导                   原图                             ,2020-02-10 23:10
1225,  人民日报的微博视频  ,2020-02-10 22:49
1226,全国人大常委会法工委10日表示 对于因疫情防控不能履行合同的当事人来说 属于不能预见 不能避免并不能克服的不可抗力 根据合同法的相关规定 因不可抗力不能履行合同的 根据不可抗力的影响 部分或者全部免除责任 但法律另有规定的除外  新华社                   原图                             ,2020-02-10 22:09
1227, 水龙头不关 拖地板再起劲也是徒劳  应收尽收 不仅体现源头治理 有效阻断疫情传播源 也是回应舆论关切 体现对生命的尊重 事关人民生命健康安全 容不得半点犹疑和延宕 疫情就是命令 及时倾听呼声 救治雷厉风行 才能给病患输送有温度的希望   原图 ,2020-02-10 22:00
1228,  人民日报的微博视频  ,2020-02-10 21:22
1229,目前 武汉市新冠肺炎疫情防控工作情况怎样 今晚9点 湖北召开新闻发布会 省委副书记 武汉市委书记马国强 武汉市卫生健康委员会党委书记 主任张红星 武汉市金银潭医院党委副书记 院长张定宇出席  人民日报 正在直播 共同关注  人民日报的微博视频    ,2020-02-10 21:00
1230, 务必要平安归来  长江日报   组图共18张  原图 ,2020-02-10 20:42
1231,t cnA6h7Tacm  人民日报的微博视频                                 ,2020-02-10 20:28
1232,   人民日报的微博视频  ,2020-02-10 20:14
1233,抗疫期间 王炳刚医生所在的武汉120张之洞急救站医务组每天都很忙碌 他们曾拖着病人满城跑找床位  病人没床位我们心里也很不舒服  也曾看到身边3位同事被感染 他们最大的愿望就是等疫情结束后 能和家人好好吃顿饭 一手video的秒拍视频  ,2020-02-10 20:10
1234,最高法 最高检等多部门联合印发 关于依法惩治妨害新型冠状病毒感染肺炎疫情防控违法犯罪的意见  具有下列情形之一 危害公共安全的 依照刑法规定 以危险方法危害公共安全罪定罪处罚  已经确诊病人 病原携带者 拒绝隔离治疗或者隔离期未满擅自脱离隔离治疗 并进入公共场所或者公共交通工具的  疑似病人拒绝隔离治疗或者隔离期未满擅自脱离隔离治疗 并进入公共场所或者公共交通工具 造成新型冠状病毒传播的  人民日报记者倪弋                   原图                             ,2020-02-10 19:51
1235,   人民日报的微博视频  ,2020-02-10 19:33
1236,中共中央总书记 国家主席 中央军委主席习近平10日在北京调研指导新型冠状病毒肺炎疫情防控工作时强调 当前疫情形势仍然十分严峻 各级党委和政府要坚决贯彻党中央关于疫情防控各项决策部署 坚决贯彻坚定信心 同舟共济 科学防治 精准施策的总要求 再接再厉 英勇斗争 以更坚定的信心 更顽强的意志 更果断的措施 紧紧依靠人民群众 坚决把疫情扩散蔓延势头遏制住 坚决打赢疫情防控的人民战争 总体战 阻击战   人民日报的微博视频                                 ,2020-02-10 19:27
1237,10日 重庆万盛街道万新社区便民服务中心 87岁的老人倪素英捐出她的毕生积蓄20万元 她说 这笔钱她已经攒了30多年 现在 是这笔钱发挥价值的时候了 老人多年来一直独居 租住在一个老旧门市内 平时摆摊卖小百货来补贴家用 她生活节俭 舍不得为自己多花一分钱 老人儿子说  我母亲是个热心肠 她为疫情防控捐款 我们子女也大力支持  工作人员再三劝说 希望老人慎重考虑 但她却始终坚持要将这笔钱捐出去  你们放心 我有儿有女都孝顺 还有退休金 还做小生意 吃穿不愁  老人坚定地说  国家有难 我不能做旁观者   蒋云龙               组图共3张       原图                             ,2020-02-10 19:02
1238,为援助武汉抗击疫情 俄罗斯向武汉捐赠23吨医疗物资 2月8日 这批物资抵达俄罗斯茹科夫斯基国际机场 小央视频的秒拍视频  ,2020-02-10 18:46
1239,长江日报的微博视频                                 ,2020-02-10 18:43
1240,新华社消息 10日下午 习近平来到北京地坛医院 察看新冠肺炎感染者住院诊疗情况 视频连线武汉市重症患者收治医院 听取中央指导组 湖北指挥部有关情况汇报 慰问奋战在一线的医务工作者 随后 习近平前往朝阳区疾病预防控制中心 了解朝阳区开展应急处置 流行病学调查 筛查报告和北京市疫情防控工作情况               组图共7张       原图                             ,2020-02-10 18:28
1241,  原图 ,2020-02-10 18:13
1242,北京即将迎来返京人员流动高峰 近日发布通告要求进一步加强社区 村 疫情防控工作 包括 居住人员和车辆凭证出入 进入人员必须佩戴口罩并进行体温检测 快递 外卖等人员送至小区 村 指定区域 设置指定区域应避免人群集聚等 具体内容点击文章阅读    北京发布10条社区防控举措                                 ,2020-02-10 17:48
1243, 我也想回家 但这场战役 我没有理由缺席 不同颜色的制服 同样的战役 我不惧黑夜的寒冷 因为我的背后是倾情守护的这座城 那里有万家灯火  安徽金寨女警手绘漫画 诉说这场战役中美丽的坚守  安徽公安在线的微博视频  ,2020-02-10 17:48
1244,10日下午 习近平在北京调研指导新冠肺炎疫情防控工作 习近平首先来到朝阳区安贞街道安华里社区 了解基层一线疫情群防群控 居民生活必需品保障供应等情况 看望慰问社区居民和工作人员   人民日报的微博视频  ,2020-02-10 17:10
1245,武汉协和江南医院医生董勇 是刚做完手术不久的甲状腺癌患者 他每天带药片坚守岗位 20多天未离开医院 为节省防护服 董勇将原定的三班倒改为两班倒 他说  我们是党员 这是我们的职责所在 我们怕 病人就更怕 我们绝不会当逃兵  时间视频的微博视频  ,2020-02-10 17:03
1246,新华社消息 10日下午 习近平在北京调研指导新冠肺炎疫情防控工作 习近平首先来到朝阳区安贞街道安华里社区 了解基层一线疫情群防群控 居民生活必需品保障供应等情况 看望慰问社区居民和工作人员    组图共7张  原图 ,2020-02-10 17:01
1247,日前多部门出台多项政策  新冠肺炎患者个人负担费用财政兜底 中央财政补助60   对医务人员和防疫工作者发放补助 奖金 并免征个税  医护及相关工作人员感染享工伤保险待遇  职工受疫情影响不能工作 企业需正常支付工资 更多  中国政   全文              组图共9张       原图                             ,2020-02-10 16:48
1248,湖北省卫健委官网今日通报 2月9日0时至24时 全省新增新型冠状病毒感染的肺炎病例2618例 死亡91例 出院356例 全省累计报告确诊病例29631例 已治愈出院1795例 死亡871例 相比8日排除疑似病例1128人 9日排除7194人 排除速度大幅加快   原图 ,2020-02-10 16:38
1249, 转走牢记   原图 ,2020-02-10 16:25
1250, 他与武汉各区区委书记 区长的 群聊记录 首次公开   陈一新任中央指导组副组长   ,2020-02-10 16:13
1251,  人民日报的微博视频                                 ,2020-02-10 16:01
1252,国务院联防联控机制召开新闻发布会回应 各地要求返工人员返回后第一时间到社区进行登记 对于从重点地区返程人员要求居家隔离观察14天 对于不主动登记或隐瞒的追究法律责任 有症状要第一时间就诊 上报 湖北地区以外复程人员是否需要隔离 返程后自行了解各地政策  人民日报的微博视频                                 ,2020-02-10 15:56
1253,中国医师协会全科分会会长杜雪平 每天检测体温两次 室内通风两次 注意个人卫生 遵守爱国卫生和健康公约 出现问题找居委会干部 基层医疗机构 家庭医生 必要的隔离是为了每个人负责  人民日报的微博视频  ,2020-02-10 15:43
1254,民政部养老服务司副司长李邦华回答 如果老年人在家可以得到很好地照顾 建议可以缓一缓再回到养老机构 如果家里照顾老人存在困难 只要没有六类禁止进入养老机构的情形 就可以 家属探视老人 我们建议采取电话 视频等形式 确实需要进入的 要保证自己身体健康 要遵守养老机构疫情防控要求  人民日报的微博视频                                 ,2020-02-10 15:34
1255,2003年SARS疫情发生时 N95口罩才进入人们的视线 在没有N95口罩之前 医务人员是靠16层棉纱口罩进行防护的 北京地坛医院医生教你自制棉纱口罩 临时救急 总比没有强 提示 如果去医疗机构或人员密集场所 还是建议佩戴医用口罩 生命时报的微博视频  ,2020-02-10 15:29
1256,民政部社会事务司二级巡视员杨宗涛答 婚姻登记场所是人群聚集场所 部分地区暂停婚姻登记工作是对人民群众安全负责 未停止登记的地方推广用电话 网络 qq群预约登记 控制登记人数 分批分段登记 减少人员聚集和在登记机关停留时间 已停止婚姻登记地方将根据当地疫情控制情况逐渐恢复 只要两个人感情深厚 身体健康 哪一天登记都是好日子  人民日报的微博视频                                 ,2020-02-10 15:29
1257,  究竟什么是气溶胶传播 到底能不能传播新冠病毒 应该如何预防  9图了解  重视但不恐慌 扩散周知    组图共9张  原图 ,2020-02-10 15:13
1258,今天下午国务院联防联控机制召开新闻发布会 通过今天的数据分析 全国治愈比例8 2  1月27日为1 3   湖北治愈比例6 1  1月27日为1 7   武汉治愈比例6 2  1月27日为2 6   全国各地医疗救治效果初步显现  人民日报的微博视频  ,2020-02-10 15:10
1259,2月10日15时 国务院联防联控机制召开新闻发布会 介绍加强基层社区疫情防控有关情况  人民日报 现场直播 一起关注  人民日报的微博视频    ,2020-02-10 15:00
1260,t cnA6hhaOy5  原图 ,2020-02-10 14:38
1261,10日 在郴州第二人民医院 经专家组评估 按照最新版的新冠肺炎诊疗方案标准 达到解除隔离和出院标准的患者再增5人 其中一名年龄最小的患者才7个月 为目前所知 湖南最小感染者  何勇    组图共2张  原图 ,2020-02-10 14:13
1262,记者从世界卫生组织 WHO 驻华代表处获悉 WHO已牵头成立了新型冠状病毒国际专家组并将派往中国 由该专家组组长Bruce Aylward博士带领的一支先驱部队将于北京时间2月10日晚率先抵达北京 这支国际专家组将包括多个领域的国际专家 国际专家们将与中国同行合作 增进对疫情的了解 以指导全球应对工作  李琰                   原图                             ,2020-02-10 11:13
1263,9日 成都市第五人民医院 15名医护人员随四川省第六批援助湖北医疗队出征 现场的 两个光头 引发注意 剃光头的 是市五医院老年医学科医生陈善萍 还有她的丈夫邹川 为使妻子更容易接受剃光头 邹川率先把自己的头发剃掉  我和宝宝在家等她平安回来  邹川相信 这个时间不会太久 红星视频的秒拍视频                                 ,2020-02-10 11:08
1264, 致敬 他们在离病毒最近的地方取样                  原图                             ,2020-02-10 10:55
1265,西藏自治区卫健委今天上午发布新型冠状病毒感染的肺炎疫情情况 截至2月9日24时 西藏累计报告新型冠状病毒感染的肺炎确诊病例1例 重症病例0例 死亡病例0例 出院病例0例 目前 这名来自武汉的张姓患者生命体征平稳 其密切接触者已于2月8日全部解除医学观察 因此 西藏自治区已经连续11天没有新增确诊病例或疑似病例报告  邓建胜                   原图                             ,2020-02-10 10:40
1266,t cnA6hPL4OD 看看你能得几分   原图 ,2020-02-10 10:23
1267,内蒙古呼和浩特市纪委监委9日发布通报 因疫情防控工作中失职失责 履职不力  11家单位 26人被点名通报 给予呼和浩特市卫生健康委员会党组书记云文清党内警告处分 免去冯小红呼和浩特市卫生健康委员会主任职务 给予呼和浩特市卫生健康委员会党组成员 副主任王兴建党内严重警告处分 疫情防控工作中失职失责 履职不力  11家单位 26人被点名通报                  原图                             ,2020-02-10 10:06
1268,截至2月9日24时 全省累计报告新冠肺炎确诊病例1151例 2月9日当天全省新增确诊病例31例 新增确诊病例中 广州市9例 中山市5例 深圳市4例 惠州市3例 佛山市3例 珠海市2例 江门市2例 东莞市2例 茂名市1例 另有疑似病例169例 有3158名密切接触者正在接受医学观察                   原图                             ,2020-02-10 09:56
1269,在疫情防控阻击战面前 中国的医务工作者第一时间冲锋在前 人民解放军挺身而出 16个省对口支援湖北 截至昨天 全国各地累计调派11921名医护人员驰援湖北 一方有难 八方驰援 钟南山说 武汉是能过关的 让我们一起坚守共赢胜利   人民日报的微博视频  ,2020-02-10 09:41
1270,2020年2月9日0 24时 江西省报告新型冠状病毒肺炎新增确诊病例32例 新增死亡病例1例 新增治愈出院病例30例   新增确诊病例中 南昌市11例 新余市5例 上饶市5例 宜春市4例 赣州市2例 九江市1例 萍乡市1例 鹰潭市1例 吉安市1例 抚州市1例 新增治愈出院病例中 南昌市8例 新余市5例 上饶市5例 赣州市4例 宜春市4例 抚州市2例 九江市1例 吉安市1例 新增死亡病例为赣州市1例 林某某 女 79岁    截至2月9日24时 江西省累计报告新型冠状病毒肺炎确诊病例771例 核减宜春市1例  其中重症病例57例 治愈出院病例102例 死亡病例1例   确诊病例中 南昌市189例 1例划归赣江新区  新余市105例 上饶市103例 九江市101例 宜春市77例 赣州市71例 抚州市64例 萍乡市25例 吉安市18例 鹰潭市12例 景德镇市5例 赣江新区1例 治愈出院病例中 南昌市35例 新余市18例 上饶市12例 宜春市10例 抚州市9例 九江市7例 赣州市6例 吉安市2例 景德镇市1例 萍乡市1例 鹰潭市1例   目前追踪到密切接触者19427人 解除医学观察9735人 尚有9692人正在接受医学观察                   原图                             ,2020-02-10 09:32
1271,2020年2月9日0 24时 江苏省报告新型冠状病毒肺炎新增确诊病例24例 其中 轻型病例4例 普通型病例20例 新增出院病例21例 新增确诊病例中 南京市7例 无锡市3例 徐州市4例 苏州市2例 南通市1例 连云港市3例 淮安市2例 盐城市1例 泰州市1例 其中 年龄最大的80岁 最小的7岁 男性12人 女性12人 所有病例均已在定点医院救治 截至2月9日24时 江苏省累计报告新型冠状病毒肺炎确诊病例492例 其中 轻型病例27例 普通型病例457例 重型病例5例 危重型病例3例 出院病例72例 确诊病例中 南京市78例 无锡市41例 徐州市60例 常州市31例 苏州市77例 南通市33例 连云港市35例 淮安市46例 盐城市18例 扬州市18例 镇江市12例 泰州市31例 宿迁市12例 重型病例中 南京市1例 徐州市1例 苏州市1例 南通市1例 盐城市1例 危重型病例中 徐州市1例 连云港市1例 淮安市1例 出院病例中 南京市22例 无锡市3例 徐州市8例 常州市6例 苏州市11例 南通市2例 连云港市4例 淮安市5例 盐城市3例 扬州市2例 镇江市1例 泰州市5例 目前 江苏省追踪到密切接触者10296人 已解除医学观察5070人 尚有5226人在接受医学观察                   原图                             ,2020-02-10 09:19
1272,   组图共9张  原图 ,2020-02-10 09:11
1273,  确诊病例中 长沙市213例 衡阳市45例 株洲市61例 湘潭市31例 邵阳市89例 岳阳市124例 常德市72例 张家界市5例 益阳市53例 郴州市32例 永州市41例 怀化市39例 娄底市66例 湘西自治州8例   现有重症病例中 长沙市24例 衡阳市4例 株洲市6例 湘潭市5例 邵阳市4例 岳阳市2例 常德市5例 益阳市4例 永州市2例 怀化市3例 娄底市6例   出院病例中 长沙市33例 衡阳市14例 株洲市10例 湘潭市11例 邵阳市21例 岳阳市17例 常德市15例 张家界市2例 益阳市15例 郴州市8例 永州市13例 怀化市15例 娄底市8例 湘西自治州4例   目前追踪到密切接触者22289人 已解除医学观察14154人 尚有8135人正在接受医学观察  王云娜                   原图                             ,2020-02-10 09:02
1274,2020年2月9日0 24时 浙江省报告新型冠状病毒肺炎新增确诊病例29例 新增出院病例28例 其中 新增确诊病例中 杭州市2例 宁波市3例 温州市16例 嘉兴市2例 绍兴市3例 台州市3例 新增出院病例中 杭州市12例 宁波市2例 温州市8例 嘉兴市2例 金华市2例 台州市2例 截至2月9日24时 浙江省累计报告新型冠状病毒肺炎确诊病例1092例 杭州市核减12例  现有重症病例80例 其中危重24例  累计出院201例 其中 确诊病例中 杭州市155例 宁波市149例 温州市464例 湖州市10例 嘉兴市40例 绍兴市41例 金华市53例 衢州市15例 舟山市7例 台州市141例 丽水市17例 重症病例中 杭州市15例 宁波市9例 温州市28例 湖州市1例 嘉兴市6例 绍兴市5例 金华市5例 舟山市1例 台州市9例 丽水市1例 出院病例中 杭州市41例 宁波市15例 温州市78例 湖州市1例 嘉兴市3例 绍兴市8例 金华市15例 衢州市3例 舟山市5例 台州市27例 丽水市5例 全省共追踪到密切接触者30795人 当日解除医学观察2508人 尚有13293人正在接受医学观察                   原图                             ,2020-02-10 08:59
1275,记者从青海省卫健委获悉 2月9日0 24时 青海省报告新型冠状病毒肺炎新增确诊病例0例 新增重症病例0例 新增死亡病例0例 新增出院病例0例 当日无新增确诊病例和疑似病例 青海已连续四天无新增病例 截至2月9日24时 青海省累计报告新型冠状病毒肺炎确诊病例18例 其中 重症病例1例 死亡病例0例 出院病例3例 累计确诊病例中 西宁市15例 海北州3例 尚有15例确诊患者住院治疗 目前累计追踪到密切接触者433人 已解除医学观察45人 尚有388人正在接受医学观察  姜峰                   原图                             ,2020-02-10 08:56
1276,8日中午 杭州市民小张正在对头 面 颈 四肢以及衣物表面进行酒精消毒 因为天冷站在大功率电暖气边上擦拭 结果擦拭的酒精在电暖气的作用下遇热挥发 引燃衣物 小张头面颈 四肢 呼吸道等多处火焰烧伤 判断为15 的   度烧伤 医生表示这是酒精没有完全挥发遇高温导致的  钱江晚报               组图共9张       原图                             ,2020-02-10 08:55
1277,2020年2月9日0 24时 安徽省报告新增确诊病例51例 新增疑似病例61例 新增危重病例1例 新增治愈出院病例14例 新增死亡病例2例 新增确诊病例中 合肥11例 亳州5例 宿州3例 蚌埠11例 阜阳7例 淮南1例 滁州1例 六安3例 芜湖1例 宣城1例 铜陵1例 池州3例 安庆3例 除危重病例外 其余均病情平稳 新增疑似病例中 合肥4例 淮北3例 宿州2例 蚌埠25例 阜阳5例 淮南1例 六安11例 马鞍山1例 芜湖1例 铜陵4例 池州2例 安庆2例 新增治愈出院病例中 淮北3例 宿州2例 阜阳2例 淮南1例 安庆6例 新增死亡病例中 蚌埠2例 截至2月9日24时 安徽省累计报告确诊病例830例 累计治愈出院病例73例 累计死亡病例3例 累计医学观察密切接触者17384人 累计确诊病例中 其中合肥147例 淮北23例 亳州92例 宿州31例 蚌埠126例 阜阳125例 淮南23例 滁州12例 六安57例 马鞍山31例 芜湖30例 宣城6例 铜陵25例 池州15例 安庆78例 黄山9例 截至2月9日24时 安徽省在院治疗确诊病例754例 其中危重症病例7例 2月10日即将治愈出院16例 其中合肥4例 淮北1例 亳州2例 宿州1例 蚌埠1例 六安1例 滁州1例 池州2例 安庆3例 死亡病例病情介绍 患者杨某某 男 79岁 蚌埠市人 2月6日确诊 入住蚌医一附院 省级新冠肺炎重症集中收治基地医院  临床为危重症 患者既往有2型糖尿病 高血压病 冠状动脉粥样硬化性心脏病 运动神经元病 蚌医一附院第一时间组织专家组和重症治疗小组会商病情 全力进行救治 同时国家和省卫生健康委分别委派了专家指导诊疗 2月9日7 20突发心跳骤停 经抢救无效死亡 患者赵某某 男 81岁 蚌埠市人 2月1日确诊 入住蚌埠市传染病医院 2月6日转入蚌医一附院 省级新冠肺炎重症集中收治基地医院  临床为危重症 患者既往有2型糖尿病 高血压病 蚌医一附院第一时间组织专家组和重症治疗小组会商病情 全力进行救治 同时国家和省卫生健康委分别委派了专家指导诊疗 2月9日上午11 30突发心跳骤停 经抢救无效死亡                   原图                             ,2020-02-10 08:44
1278,近日 有媒体报道 湖北仙桃仅批准10家公司生产医用防护服  眼下武汉和湖北各大医院无不急缺医用防护服 不少人质疑 仙桃的相关企业为啥被要求停产整顿 记者一行赶赴仙桃进行了采访 详戳   贺广华 侯琳良  医疗物资如此缺 企业为何停业整顿 湖北仙桃回应  ,2020-02-10 08:26
1279,2020年2月9日0 24时 河南省新增新型冠状病毒肺炎确诊病例40例 新增出院病例38例 新增确诊病例中 信阳市15例 含固始县5例  驻马店市7例 郑州市4例 周口市3例 平顶山市2例 洛阳市2例 新乡市2例 含长垣市1例  濮阳市1例 安阳市1例 商丘市1例 南阳市1例 焦作市1例 截至2月9日24时 全省累计报告新型冠状病毒肺炎确诊病例1073例 现有重症病例63例 现有危重病例31例 累计死亡病例6例 累计治愈病例169例 其中 确诊病例中 信阳市220例 含固始县23例  南阳市134例 含邓州市17例  郑州市130例 含巩义市8例  驻马店市123例 含新蔡县10例  商丘市83例 含永城市14例  周口市65例 含鹿邑县6例  平顶山市52例 含汝州市1例  新乡市46例 含长垣市6例  安阳市45例 含滑县2例  许昌市31例 漯河市30例 洛阳市27例 焦作市25例 开封市24例 含兰考县5例  鹤壁市17例 濮阳市10例 三门峡市7例 济源示范区4例 目前累计追踪到密切接触者24627人 2月9日已解除观察3890人 诊断为疑似56人 共有10199人正在接受医学观察                   原图                             ,2020-02-10 08:23
1280,2月9日12时至24时 云南省报告新型冠状病毒肺炎新增病例为零 全省累计报告确诊病例141例 除治愈出院者外 现均在定点医院接受隔离治疗 现有危重3例 重症14例 治愈出院18例 疑似病例125例 无死亡病例 密切接触者当日解除医学观察454 人 正在观察2984人 确诊病例中 昆明市42例 西双版纳州15例 玉溪市14例 昭通市12例 曲靖市11例 大理州11例 保山市9例 丽江市7例 红河州5例 德宏州5例 楚雄州4例 普洱市4例 文山州1例 临沧市1例  徐元锋                   原图                             ,2020-02-10 08:14
